INVENTORY_YEAR,INVENTORY_MONTH,PRODUCT_NUMBER,INVENTORY_COUNT
2025,4,77,4762
2025,4,78,717
2025,4,79,679
2025,4,80,1929
2025,4,81,1525
2025,4,82,3439
2025,4,83,2488
2025,4,84,1167
2025,4,85,1966
2025,4,86,11284
2025,4,87,18909
2025,4,88,14238
2025,4,89,14040
2025,4,90,21840
2025,4,91,10616
2025,4,92,4853
2025,4,93,15402
2025,4,94,18100
2025,4,95,14476
2025,4,96,2312
2025,4,97,1473
2025,4,98,7585
2025,4,99,5629
2025,4,100,3556
2025,4,101,1585
2025,4,102,1080
2025,4,103,1232
2025,4,104,1267
2025,4,105,855
2025,4,106,977
2025,4,107,1323
2025,4,108,1346
2025,4,109,4941
2025,4,110,1675
2025,4,111,996
2025,4,112,4350
2025,4,113,7427
2025,4,114,840
2025,4,115,4156
2025,5,1,7425
2025,5,2,7656
2025,5,3,4824
2025,5,4,9696
2025,5,5,1258
2025,5,6,1254
2025,5,7,3519
2025,5,8,2813
2025,5,9,3027
2025,5,10,4964
2025,5,11,1022
2025,5,12,2114
2025,5,13,1970
2025,5,14,3518
2025,5,15,1694
2025,5,16,48282
2025,5,17,4706
2025,5,18,3750
2025,5,19,5053
2025,5,20,2379
2025,5,21,5009
2025,5,22,1057
2025,5,23,1475
2025,5,24,4826
2025,5,25,4565
2025,5,26,3564
2025,5,27,3148
2025,5,28,4309
2025,5,29,6544
2025,5,30,5180
2025,5,31,7664
2025,5,32,14241
2025,5,33,22117
2025,5,34,16394
2025,5,35,10331
2025,5,36,13107
2025,5,37,6485
2025,5,38,3527
2025,5,39,6912
2025,5,40,8278
2025,5,41,4383
2025,5,42,3589
2025,5,43,6939
2025,5,44,5434
2025,5,45,2562
2025,5,46,3182
2025,5,47,7765
2025,5,48,2398
2025,5,49,1832
2025,5,50,36069
2025,5,51,11744
2025,5,52,6484
2025,5,53,7708
2025,5,54,10979
2025,5,55,7980
2025,5,56,17696
2025,5,57,3279
2025,5,58,3373
2025,5,59,1541
2025,5,60,12937
2025,5,61,9981
2025,5,62,6650
2025,5,63,4081
2025,5,64,8979
2025,5,65,3716
2025,5,66,1174
2025,5,67,2354
2025,5,68,3426
2025,5,69,1581
2025,5,70,1919
2025,5,71,2461
2025,5,72,2793
2025,5,73,7804
2025,5,74,10228
2025,5,75,4726
2025,5,76,8128
2025,5,77,4936
2025,5,78,693
2025,5,79,787
2025,5,80,2039
2025,5,81,1625
2025,5,82,4171
2025,5,83,2698
2025,5,84,1239
2025,5,85,2262
2025,5,86,10440
2025,5,87,18113
2025,5,88,13162
2025,5,89,13182
2025,5,90,21282
2025,5,91,9850
2025,5,92,4697
2025,5,93,14336
2025,5,94,16234
2025,5,95,13420
2025,5,96,2244
2025,5,97,1409
2025,5,98,7073
2025,5,99,5163
2025,5,100,5964
2025,5,101,1735
2025,5,102,1036
2025,5,103,1140
2025,5,104,1211
2025,5,105,871
2025,5,106,1043
2025,5,107,1213
2025,5,108,1288
2025,5,109,4567
2025,5,110,1359
2025,5,111,870
2025,5,112,4088
2025,5,113,7017
2025,5,114,782
2025,5,115,3902
2025,6,1,8169
2025,6,2,7104
2025,6,3,7392
2025,6,4,13438
2025,6,5,2486
2025,6,6,1186
2025,6,7,3199
2025,6,8,1945
2025,6,9,2491
2025,6,10,9512
2025,6,11,1008
2025,6,12,2030
2025,6,13,1694
2025,6,14,3670
2025,6,15,1768
2025,6,16,46480
2025,6,17,4478
2025,6,18,3862
2025,6,19,4931
2025,6,20,1913
2025,6,21,4707
2025,6,22,1923
2025,6,23,1367
2025,6,24,4876
2025,6,25,4893
2025,6,26,3638
2025,6,27,3198
2025,6,28,4429
2025,6,29,8438
2025,6,30,4872
2025,6,31,9958
2025,6,32,20299
2025,6,33,20637
2025,6,34,23446
2025,6,35,12651
2025,6,36,11617
2025,6,37,5829
2025,6,38,2759
2025,6,39,6048
2025,6,40,14134
2025,6,41,7595
2025,6,42,3551
2025,6,43,6843
2025,6,44,5972
2025,6,45,2586
2025,6,46,3202
2025,6,47,7547
2025,6,48,2536
2025,6,49,1712
2025,6,50,42387
2025,6,51,11320
2025,6,52,6606
2025,6,53,7748
2025,6,54,11373
2025,6,55,8202
2025,6,56,17180
2025,6,57,3265
2025,6,58,3451
2025,6,59,1563
2025,6,60,11871
2025,6,61,10327
2025,6,62,6426
2025,6,63,3979
2025,6,64,9577
2025,6,65,3746
2025,6,66,1158
2025,6,67,2578
2025,6,68,3662
2025,6,69,1489
2025,6,70,2055
2025,6,71,2623
2025,6,72,2869
2025,6,73,8374
2025,6,74,10892
2025,6,75,4150
2025,6,76,7512
2025,6,77,4752
2025,6,78,999
2025,6,79,865
2025,6,80,1851
2025,6,81,1631
2025,6,82,4605
2025,6,83,2788
2025,6,84,1361
2025,6,85,2116
2025,6,86,8764
2025,6,87,17117
2025,6,88,10844
2025,6,89,12466
2025,6,90,19256
2025,6,91,8910
2025,6,92,4381
2025,6,93,13318
2025,6,94,14720
2025,6,95,12144
2025,6,96,2060
2025,6,97,1361
2025,6,98,6667
2025,6,99,4565
2025,6,100,5276
2025,6,101,1791
2025,6,102,1084
2025,6,103,1086
2025,6,104,1129
2025,6,105,991
2025,6,106,1007
2025,6,107,1153
2025,6,108,1192
2025,6,109,4197
2025,6,110,1807
2025,6,111,1052
2025,6,112,3696
2025,6,113,6381
2025,6,114,734
2025,6,115,3342
2025,7,1,9139
2025,7,2,10506
2025,7,3,6182
2025,7,4,12312
2025,7,5,2068
2025,7,6,2008
2025,7,7,2981
2025,7,8,1685
2025,7,9,2181
2025,7,10,8956
2025,7,11,1018
2025,7,12,2384
2025,7,13,2158
2025,7,14,3860
2025,7,15,1904
2025,7,16,45040
2025,7,17,4594
2025,7,18,4516
2025,7,19,5337
2025,7,20,1555
2025,7,21,4377
2025,7,22,1747
2025,7,23,1891
2025,7,24,5000
2025,7,25,4775
2025,7,26,4044
2025,7,27,3576
2025,7,28,4345
2025,7,29,7822
2025,7,30,4220
2025,7,31,9390
2025,7,32,18377
2025,7,33,19031
2025,7,34,22200
2025,7,35,11641
2025,7,36,15631
2025,7,37,7759
2025,7,38,4719
2025,7,39,9138
2025,7,40,13154
2025,7,41,7495
2025,7,42,3739
2025,7,43,7033
2025,7,44,6516
2025,7,45,2698
2025,7,46,3388
2025,7,47,7695
2025,7,48,2698
2025,7,49,1630
2025,7,50,38997
2025,7,51,11972
2025,7,52,6970
2025,7,53,8104
2025,7,54,11793
2025,7,55,8404
2025,7,56,16664
2025,7,57,3513
2025,7,58,3629
2025,7,59,1917
2025,7,60,13311
2025,7,61,10395
2025,7,62,7352
2025,7,63,4111
2025,7,64,9507
2025,7,65,3722
2025,7,66,1298
2025,7,67,2692
2025,7,68,3892
2025,7,69,1561
2025,7,70,1945
2025,7,71,2651
2025,7,72,3259
2025,7,73,8518
2025,7,74,12192
2025,7,75,4840
2025,7,76,7774
2025,7,77,5256
2025,7,78,1231
2025,7,79,1017
2025,7,80,2205
2025,7,81,1755
2025,7,82,5327
2025,7,83,3038
2025,7,84,1669
2025,7,85,2346
2025,7,86,9326
2025,7,87,17127
2025,7,88,11062
2025,7,89,12868
2025,7,90,20688
2025,7,91,10590
2025,7,92,4841
2025,7,93,16186
2025,7,94,14714
2025,7,95,11532
2025,7,96,1928
2025,7,97,1297
2025,7,98,6871
2025,7,99,4301
2025,7,100,4868
2025,7,101,1917
2025,7,102,1180
2025,7,103,1054
2025,7,104,1107
2025,7,105,1185
2025,7,106,1069
2025,7,107,1113
2025,7,108,1152
2025,7,109,3927
2025,7,110,1509
2025,7,111,966
2025,7,112,3310
2025,7,113,5861
2025,7,114,702
2025,7,115,2958
2025,8,1,9173
2025,8,2,9816
2025,8,3,8656
2025,8,4,11524
2025,8,5,1556
2025,8,6,1898
2025,8,7,2601
2025,8,8,5547
2025,8,9,1785
2025,8,10,8384
2025,8,11,1188
2025,8,12,2988
2025,8,13,2578
2025,8,14,4520
2025,8,15,1890
2025,8,16,43044
2025,8,17,4900
2025,8,18,4892
2025,8,19,5719
2025,8,20,3759
2025,8,21,7537
2025,8,22,1657
2025,8,23,1817
2025,8,24,5760
2025,8,25,4937
2025,8,26,4296
2025,8,27,3680
2025,8,28,4813
2025,8,29,7258
2025,8,30,6874
2025,8,31,8954
2025,8,32,17609
2025,8,33,25053
2025,8,34,20608
2025,8,35,10971
2025,8,36,15067
2025,8,37,7031
2025,8,38,4341
2025,8,39,8396
2025,8,40,11824
2025,8,41,7123
2025,8,42,4083
2025,8,43,7497
2025,8,44,7302
2025,8,45,2808
2025,8,46,3488
2025,8,47,7823
2025,8,48,2852
2025,8,49,1806
2025,8,50,37769
2025,8,51,12278
2025,8,52,7090
2025,8,53,8432
2025,8,54,12295
2025,8,55,9034
2025,8,56,16224
2025,8,57,3725
2025,8,58,3819
2025,8,59,2161
2025,8,60,12721
2025,8,61,10793
2025,8,62,8346
2025,8,63,4307
2025,8,64,10623
2025,8,65,4046
2025,8,66,1344
2025,8,67,2538
2025,8,68,4400
2025,8,69,1607
2025,8,70,2191
2025,8,71,2889
2025,8,72,3533
2025,8,73,8710
2025,8,74,14772
2025,8,75,5290
2025,8,76,7828
2025,8,77,5284
2025,8,78,1305
2025,8,79,1323
2025,8,80,2293
2025,8,81,1881
2025,8,82,5603
2025,8,83,3348
2025,8,84,1801
2025,8,85,2442
2025,8,86,8420
2025,8,87,16175
2025,8,88,10102
2025,8,89,11294
2025,8,90,19620
2025,8,91,9964
2025,8,92,4605
2025,8,93,15148
2025,8,94,13816
2025,8,95,10068
2025,8,96,1870
2025,8,97,1297
2025,8,98,6641
2025,8,99,4037
2025,8,100,4062
2025,8,101,2137
2025,8,102,1272
2025,8,103,1016
2025,8,104,1099
2025,8,105,1429
2025,8,106,1205
2025,8,107,1103
2025,8,108,1140
2025,8,109,3797
2025,8,110,2281
2025,8,111,1246
2025,8,112,3024
2025,8,113,5721
2025,8,114,688
2025,8,115,6654
2025,9,1,9663
2025,9,2,9172
2025,9,3,8248
2025,9,4,14766
2025,9,5,3128
2025,9,6,1766
2025,9,7,4545
2025,9,8,4955
2025,9,9,1571
2025,9,10,7534
2025,9,11,1324
2025,9,12,3012
2025,9,13,2886
2025,9,14,4892
2025,9,15,2082
2025,9,16,41442
2025,9,17,5286
2025,9,18,4614
2025,9,19,6255
2025,9,20,3251
2025,9,21,7087
2025,9,22,1597
2025,9,23,1801
2025,9,24,6798
2025,9,25,5145
2025,9,26,4490
2025,9,27,3888
2025,9,28,4865
2025,9,29,9310
2025,9,30,6486
2025,9,31,11916
2025,9,32,22433
2025,9,33,23843
2025,9,34,27844
2025,9,35,16057
2025,9,36,14161
2025,9,37,5883
2025,9,38,3897
2025,9,39,8196
2025,9,40,9942
2025,9,41,6749
2025,9,42,4383
2025,9,43,7509
2025,9,44,7780
2025,9,45,2886
2025,9,46,3484
2025,9,47,8025
2025,9,48,3028
2025,9,49,1692
2025,9,50,44943
2025,9,51,12218
2025,9,52,7742
2025,9,53,8638
2025,9,54,12847
2025,9,55,9532
2025,9,56,15690
2025,9,57,3953
2025,9,58,4079
2025,9,59,2471
2025,9,60,14571
2025,9,61,11107
2025,9,62,8770
2025,9,63,4281
2025,9,64,10997
2025,9,65,3958
2025,9,66,1562
2025,9,67,2720
2025,9,68,4738
2025,9,69,1629
2025,9,70,2317
2025,9,71,2869
2025,9,72,3777
2025,9,73,9008
2025,9,74,17014
2025,9,75,5690
2025,9,76,8358
2025,9,77,5268
2025,9,78,1429
2025,9,79,1579
2025,9,80,2385
2025,9,81,1947
2025,9,82,5591
2025,9,83,3700
2025,9,84,1813
2025,9,85,2534
2025,9,86,6834
2025,9,87,15449
2025,9,88,9368
2025,9,89,9912
2025,9,90,18118
2025,9,91,9436
2025,9,92,4513
2025,9,93,14292
2025,9,94,12886
2025,9,95,9480
2025,9,96,1754
2025,9,97,1271
2025,9,98,6121
2025,9,99,3781
2025,9,100,3570
2025,9,101,2145
2025,9,102,1188
2025,9,103,898
2025,9,104,1049
2025,9,105,1435
2025,9,106,1271
2025,9,107,1005
2025,9,108,1104
2025,9,109,3511
2025,9,110,1773
2025,9,111,1014
2025,9,112,2108
2025,9,113,5091
2025,9,114,580
2025,9,115,5634
2025,10,1,7449
2025,10,2,11364
2025,10,3,9474
2025,10,4,12234
2025,10,5,2260
2025,10,6,1384
2025,10,7,3333
2025,10,8,3671
2025,10,9,3511
2025,10,10,5934
2025,10,11,1208
2025,10,12,1684
2025,10,13,2116
2025,10,14,4180
2025,10,15,1406
2025,10,16,37920
2025,10,17,4112
2025,10,18,3652
2025,10,19,4821
2025,10,20,2407
2025,10,21,6443
2025,10,22,1147
2025,10,23,2135
2025,10,24,5962
2025,10,25,4641
2025,10,26,4172
2025,10,27,3494
2025,10,28,4279
2025,10,29,7864
2025,10,30,4968
2025,10,31,9844
2025,10,32,18453
2025,10,33,19013
2025,10,34,22976
2025,10,35,13497
2025,10,36,16133
2025,10,37,6483
2025,10,38,5165
2025,10,39,10168
2025,10,40,13974
2025,10,41,5697
2025,10,42,4049
2025,10,43,6599
2025,10,44,7512
2025,10,45,2666
2025,10,46,3254
2025,10,47,7489
2025,10,48,2862
2025,10,49,1480
2025,10,50,39485
2025,10,51,10986
2025,10,52,6932
2025,10,53,7698
2025,10,54,11959
2025,10,55,7580
2025,10,56,14400
2025,10,57,3693
2025,10,58,3857
2025,10,59,2155
2025,10,60,12999
2025,10,61,8987
2025,10,62,7284
2025,10,63,4179
2025,10,64,9843
2025,10,65,3158
2025,10,66,1194
2025,10,67,1132
2025,10,68,4088
2025,10,69,1539
2025,10,70,1895
2025,10,71,2607
2025,10,72,3493
2025,10,73,7246
2025,10,74,16064
2025,10,75,3844
2025,10,76,7722
2025,10,77,4090
2025,10,78,-345
2025,10,79,997
2025,10,80,1401
2025,10,81,1425
2025,10,82,3929
2025,10,83,2724
2025,10,84,1393
2025,10,85,1406
2025,10,86,5020
2025,10,87,14939
2025,10,88,8606
2025,10,89,9106
2025,10,90,17468
2025,10,91,8744
2025,10,92,4289
2025,10,93,13300
2025,10,94,11550
2025,10,95,8942
2025,10,96,1966
2025,10,97,1211
2025,10,98,5885
2025,10,99,3539
2025,10,100,2906
2025,10,101,1997
2025,10,102,1226
2025,10,103,798
2025,10,104,915
2025,10,105,1235
2025,10,106,1283
2025,10,107,777
2025,10,108,958
2025,10,109,2615
2025,10,110,2043
2025,10,111,1146
2025,10,112,1402
2025,10,113,4191
2025,10,114,440
2025,10,115,4488
2025,11,1,7595
2025,11,2,10326
2025,11,3,9020
2025,11,4,11644
2025,11,5,1958
2025,11,6,1322
2025,11,7,2905
2025,11,8,3035
2025,11,9,3397
2025,11,10,5776
2025,11,11,1030
2025,11,12,2098
2025,11,13,2538
2025,11,14,4674
2025,11,15,1622
2025,11,16,37632
2025,11,17,4338
2025,11,18,4248
2025,11,19,5537
2025,11,20,2075
2025,11,21,6191
2025,11,22,963
2025,11,23,2063
2025,11,24,6872
2025,11,25,4899
2025,11,26,4410
2025,11,27,3690
2025,11,28,4533
2025,11,29,7284
2025,11,30,4792
2025,11,31,9102
2025,11,32,17597
2025,11,33,24301
2025,11,34,20946
2025,11,35,11693
2025,11,36,15589
2025,11,37,6007
2025,11,38,4821
2025,11,39,9570
2025,11,40,13204
2025,11,41,5435
2025,11,42,4371
2025,11,43,7159
2025,11,44,8128
2025,11,45,2868
2025,11,46,3340
2025,11,47,7943
2025,11,48,3130
2025,11,49,1422
2025,11,50,37609
2025,11,51,11696
2025,11,52,7242
2025,11,53,7886
2025,11,54,12711
2025,11,55,8206
2025,11,56,14376
2025,11,57,4205
2025,11,58,4291
2025,11,59,2571
2025,11,60,14655
2025,11,61,9785
2025,11,62,8154
2025,11,63,4869
2025,11,64,11403
2025,11,65,3494
2025,11,66,1482
2025,11,67,1752
2025,11,68,4992
2025,11,69,1539
2025,11,70,2251
2025,11,71,2845
2025,11,72,3891
2025,11,73,7502
2025,11,74,17814
2025,11,75,4426
2025,11,76,9046
2025,11,77,4498
2025,11,78,103
2025,11,79,1245
2025,11,80,1735
2025,11,81,1527
2025,11,82,4247
2025,11,83,3166
2025,11,84,1689
2025,11,85,1520
2025,11,86,4798
2025,11,87,14827
2025,11,88,8310
2025,11,89,8822
2025,11,90,17318
2025,11,91,8544
2025,11,92,4231
2025,11,93,13038
2025,11,94,11066
2025,11,95,8706
2025,11,96,1966
2025,11,97,1175
2025,11,98,5697
2025,11,99,3391
2025,11,100,2670
2025,11,101,1955
2025,11,102,1362
2025,11,103,732
2025,11,104,909
2025,11,105,1453
2025,11,106,1463
2025,11,107,719
2025,11,108,922
2025,11,109,2395
2025,11,110,1827
2025,11,111,948
2025,11,112,8176
2025,11,113,3831
2025,11,114,400
2025,11,115,4108
2025,12,1,8231
2025,12,2,8804
2025,12,3,11690
2025,12,4,15150
2025,12,5,3106
2025,12,6,2032
2025,12,7,2435
2025,12,8,2921
2025,12,9,3197
2025,12,10,5382
2025,12,11,902
2025,12,12,2254
2025,12,13,2822
2025,12,14,4564
2025,12,15,1546
2025,12,16,35148
2025,12,17,4860
2025,12,18,4250
2025,12,19,5987
2025,12,20,1865
2025,12,21,5835
2025,12,22,895
2023,1,1,2007
2023,1,2,1718
2023,1,3,2100
2023,1,4,4914
2023,1,5,846
2023,1,6,1084
2023,1,7,2107
2023,1,8,1743
2023,1,9,1071
2023,1,10,2502
2023,1,11,618
2023,1,12,1034
2023,1,13,782
2023,1,14,2630
2023,1,15,984
2023,1,16,16632
2023,1,17,3452
2023,1,18,3326
2023,1,19,2533
2023,1,20,1293
2023,1,21,1113
2023,1,22,827
2023,1,23,609
2023,1,24,1870
2023,1,25,1761
2023,1,26,1642
2023,1,27,1256
2023,1,28,1311
2023,1,29,2492
2023,1,30,1596
2023,1,31,2520
2023,1,32,6321
2023,1,33,5999
2023,1,34,4732
2023,1,35,3773
2023,1,36,5575
2023,1,37,2567
2023,1,38,2189
2023,1,39,3092
2023,1,40,5502
2023,1,41,2079
2023,1,63,1075
2023,1,64,3161
2023,1,65,886
2023,1,66,436
2023,1,67,1110
2023,1,68,1712
2023,1,69,421
2023,1,70,695
2023,1,71,681
2023,1,72,645
2023,1,73,1214
2023,1,74,3016
2023,1,75,1362
2023,1,76,2118
2023,1,77,1992
2023,1,78,847
2023,1,79,541
2023,1,80,457
2023,1,81,639
2023,1,82,2977
2023,1,83,1730
2023,1,84,335
2023,1,85,1124
2023,1,86,26300
2023,1,87,32245
2023,1,88,32266
2023,1,89,33358
2023,1,90,49100
2023,1,91,19466
2023,1,92,8149
2023,1,93,36090
2023,1,94,39996
2023,1,95,38120
2023,1,96,2650
2023,1,97,1171
2023,1,98,11933
2023,1,99,7597
2023,1,100,15846
2023,1,101,737
2023,1,102,596
2023,1,103,224
2023,1,104,168
2023,1,105,701
2023,1,106,561
2023,1,107,31
2023,1,108,164
2023,1,109,689
2023,1,110,525
2023,1,111,512
2023,1,112,3500
2023,1,113,3369
2023,1,114,384
2023,1,115,562
2023,2,1,2263
2023,2,2,1558
2023,2,3,2738
2023,2,4,4402
2023,2,5,754
2023,2,6,1048
2023,2,7,1979
2023,2,8,2629
2023,2,9,1055
2023,2,10,2396
2023,2,11,668
2023,2,12,1168
2023,2,13,614
2023,2,14,2626
2023,2,15,796
2023,2,16,16014
2023,2,17,3542
2023,2,18,3412
2023,2,19,2677
2023,2,20,2449
2023,2,21,1997
2023,2,22,811
2023,2,23,519
2023,2,24,1712
2023,2,25,1815
2023,2,26,1810
2023,2,27,1238
2023,2,28,1243
2023,2,29,2370
2023,2,30,1492
2023,2,31,2342
2023,2,32,6063
2023,2,33,7539
2023,2,34,4146
2023,2,35,3379
2023,2,36,4789
2023,2,37,2021
2023,2,38,2037
2023,2,39,2682
2023,2,40,7154
2023,2,41,1857
2023,2,63,1019
2023,2,64,3129
2023,2,65,748
2023,2,66,440
2023,2,67,1140
2023,2,68,1614
2023,2,69,381
2023,2,70,669
2023,2,71,609
2023,2,72,629
2023,2,73,1302
2023,2,74,2852
2023,2,75,1130
2023,2,76,2114
2023,2,77,1874
2023,2,78,1015
2023,2,79,591
2023,2,80,427
2023,2,81,623
2023,2,82,3071
2023,2,83,1646
2023,2,84,283
2023,2,85,1064
2023,2,86,24942
2023,2,87,30837
2023,2,88,31606
2023,2,89,32324
2023,2,90,46354
2023,2,91,18542
2023,2,92,7783
2023,2,93,34862
2023,2,94,39156
2023,2,95,36868
2023,2,96,2512
2023,2,97,1147
2023,2,98,11507
2023,2,99,7327
2023,2,100,15000
2023,2,101,761
2023,2,102,608
2023,2,103,224
2023,2,104,152
2023,2,105,735
2023,2,106,577
2023,2,107,31
2023,2,108,158
2023,2,109,3031
2023,2,110,763
2023,2,111,576
2023,2,112,3500
2023,2,113,3369
2023,2,114,372
2023,2,115,446
2023,3,1,1965
2023,3,2,1066
2023,3,3,2468
2023,3,4,5778
2023,3,5,1174
2023,3,6,1032
2023,3,7,3069
2023,3,8,2349
2023,3,9,805
2023,3,10,2218
2023,3,11,674
2023,3,12,804
2023,3,13,548
2023,3,14,2604
2023,3,15,850
2023,3,16,15444
2023,3,17,3424
2023,3,18,3064
2023,3,19,2751
2023,3,20,2351
2023,3,21,1899
2023,3,22,721
2023,3,23,453
2023,3,24,1624
2023,3,25,1749
2023,3,26,1830
2023,3,27,1214
2023,3,28,1215
2023,3,29,2940
2023,3,30,1472
2023,3,31,3214
2023,3,32,8103
2023,3,33,6943
2023,3,34,6236
2023,3,35,4551
2023,3,36,4619
2023,3,37,1771
2023,3,38,1737
2023,3,39,2424
2023,3,40,6566
2023,3,41,1743
2023,3,63,1071
2023,3,64,3045
2023,3,65,698
2023,3,66,420
2023,3,67,1068
2023,3,68,1686
2023,3,69,329
2023,3,70,627
2023,3,71,649
2023,3,72,571
2023,3,73,1132
2023,3,74,2930
2023,3,75,1124
2023,3,76,2170
2023,3,77,1958
2023,3,78,955
2023,3,79,499
2023,3,80,327
2023,3,81,667
2023,3,82,3245
2023,3,83,1606
2023,3,84,295
2023,3,85,1052
2023,3,86,23088
2023,3,87,27265
2023,3,88,27060
2023,3,89,29268
2023,3,90,42798
2023,3,91,16880
2023,3,92,7053
2023,3,93,31048
2023,3,94,34954
2023,3,95,33556
2023,3,96,2052
2023,3,97,1365
2023,3,98,10347
2023,3,99,6391
2023,3,100,13408
2023,3,101,775
2023,3,102,520
2023,3,103,403
2023,3,104,405
2023,3,105,757
2023,3,106,633
2023,3,107,-31
2023,3,108,416
2023,3,109,2839
2023,3,110,513
2023,3,111,520
2023,3,112,3144
2023,3,113,2975
2023,3,114,334
2023,3,115,2292
2023,4,1,1837
2023,4,2,1330
2023,4,3,2846
2023,4,4,5068
2023,4,5,1050
2023,4,6,954
2023,4,7,2823
2023,4,8,1979
2023,4,9,1749
2023,4,10,2008
2023,4,11,626
2023,4,12,672
2023,4,13,770
2023,4,14,2524
2023,4,15,828
2023,4,16,27088
2023,4,17,3372
2023,4,18,2988
2023,4,19,2475
2023,4,20,1895
2023,4,21,1809
2023,4,22,635
2023,4,23,563
2023,4,24,1578
2023,4,25,1791
2023,4,26,1776
2023,4,27,1244
2023,4,28,1003
2023,4,29,2532
2023,4,30,2240
2023,4,31,2572
2023,4,32,7083
2023,4,33,6417
2023,4,34,4922
2023,4,35,3979
2023,4,36,5081
2023,4,37,2019
2023,4,38,2055
2023,4,39,2898
2023,4,40,5724
2023,4,41,1527
2023,4,63,843
2023,4,64,2981
2023,4,65,770
2023,4,66,474
2023,4,67,1158
2023,4,68,1518
2023,4,69,333
2023,4,70,683
2023,4,71,631
2023,4,72,557
2023,4,73,1022
2023,4,74,2756
2023,4,75,1270
2023,4,76,1996
2023,4,77,1600
2023,4,78,919
2023,4,79,477
2023,4,80,389
2023,4,81,619
2023,4,82,2931
2023,4,83,1650
2023,4,84,243
2023,4,85,1042
2023,4,86,20158
2023,4,87,24011
2023,4,88,23424
2023,4,89,25504
2023,4,90,36980
2023,4,91,14014
2023,4,92,6387
2023,4,93,27400
2023,4,94,30438
2023,4,95,28330
2023,4,96,3412
2023,4,97,1111
2023,4,98,9265
2023,4,99,4981
2023,4,100,11972
2023,4,101,751
2023,4,102,522
2023,4,103,592
2023,4,104,363
2023,4,105,631
2023,4,106,629
2023,4,107,475
2023,4,108,384
2023,4,109,2489
2023,4,110,677
2023,4,111,554
2023,4,112,2912
2023,4,113,2843
2023,4,114,296
2023,4,115,1854
2023,5,1,2397
2023,5,2,752
2023,5,3,2544
2023,5,4,4448
2023,5,5,834
2023,5,6,938
2023,5,7,2617
2023,5,8,1817
2023,5,9,1645
2023,5,10,1826
2023,5,11,585
2023,5,12,884
2023,5,13,1022
2023,5,14,2654
2023,5,15,948
2023,5,16,26192
2023,5,17,3454
2023,5,18,3064
2023,5,19,2509
2023,5,20,1781
2023,5,21,1745
2023,5,22,605
2023,5,23,461
2023,5,24,1672
2023,5,25,1855
2023,5,26,1808
2023,5,27,1298
2023,5,28,1175
2023,5,29,2366
2023,5,30,2128
2023,5,31,2342
2023,5,32,6505
2023,5,33,8203
2023,5,34,4592
2023,5,35,3499
2023,5,36,4491
2023,5,37,1901
2023,5,38,1981
2023,5,39,2728
2023,5,40,4952
2023,5,41,1463
2023,5,63,861
2023,5,64,2831
2023,5,65,794
2023,5,66,456
2023,5,67,1030
2023,5,68,1780
2023,5,69,365
2023,5,70,773
2023,5,71,689
2023,5,72,617
2023,5,73,1234
2023,5,74,2778
2023,5,75,1330
2023,5,76,1906
2023,5,77,1816
2023,5,78,951
2023,5,79,481
2023,5,80,443
2023,5,81,575
2023,5,82,3123
2023,5,83,1742
2023,5,84,323
2023,5,85,1056
2023,5,86,18692
2023,5,87,20333
2023,5,88,19894
2023,5,89,20976
2023,5,90,32106
2023,5,91,12418
2023,5,92,5355
2023,5,93,25034
2023,5,94,26464
2023,5,95,25460
2023,5,96,3042
2023,5,97,1219
2023,5,98,8209
2023,5,99,4265
2023,5,100,10776
2023,5,101,731
2023,5,102,544
2023,5,103,576
2023,5,104,345
2023,5,105,643
2023,5,106,689
2023,5,107,431
2023,5,108,358
2023,5,109,2341
2023,5,110,469
2023,5,111,498
2023,5,112,2544
2023,5,113,2545
2023,5,114,258
2023,5,115,1646
2023,6,1,2799
2023,6,2,254
2023,6,3,2890
2023,6,4,5888
2023,6,5,1162
2023,6,6,1188
2023,6,7,2469
2023,6,8,1679
2023,6,9,1465
2023,6,10,3538
2023,6,11,528
2023,6,12,1060
2023,6,13,858
2023,6,14,2312
2023,6,15,1012
2023,6,16,25340
2023,6,17,3304
2023,6,18,2950
2023,6,19,2669
2023,6,20,1541
2023,6,21,1527
2023,6,22,931
2023,6,23,409
2023,6,24,1834
2023,6,25,1935
2023,6,26,1720
2023,6,27,1300
2023,6,28,1181
2023,6,29,3012
2023,6,30,1850
2023,6,31,3118
2023,6,32,8535
2023,6,33,7435
2023,6,34,6208
2023,6,35,4703
2023,6,36,4151
2023,6,37,1855
2023,6,38,1689
2023,6,39,2312
2023,6,40,6688
2023,6,41,2545
2023,6,63,1037
2023,6,64,2845
2023,6,65,874
2023,6,66,444
2023,6,67,1000
2023,6,68,1478
2023,6,69,331
2023,6,70,705
2023,6,71,647
2023,6,72,623
2023,6,73,954
2023,6,74,2822
2023,6,75,1406
2023,6,76,1916
2023,6,77,1628
2023,6,78,1027
2023,6,79,487
2023,6,80,403
2023,6,81,543
2023,6,82,3103
2023,6,83,1780
2023,6,84,315
2023,6,85,978
2023,6,86,16064
2023,6,87,17175
2023,6,88,17366
2023,6,89,18318
2023,6,90,27102
2023,6,91,10254
2023,6,92,4355
2023,6,93,21804
2023,6,94,22108
2023,6,95,22220
2023,6,96,2734
2023,6,97,1081
2023,6,98,6611
2023,6,99,3623
2023,6,100,9386
