SALES_STAFF_CODE,SALES_YEAR,SALES_PERIOD,RETAILER_NAME,PRODUCT_NUMBER,SALES_TARGET,RETAILER_CODE
23,2023,9,Beter Buitenleven,3,506,145
23,2023,9,Beter Buitenleven,6,1002,145
23,2023,9,Beter Buitenleven,10,292,145
23,2023,9,Sportworld,12,19459,141
23,2023,9,Beter Buitenleven,12,8799,145
23,2023,9,Extra Sport,14,15099,146
23,2023,9,Beter Buitenleven,26,4919,145
23,2023,9,Beter Buitenleven,31,353,145
23,2023,9,Beter Buitenleven,39,1796,145
23,2023,9,Beter Buitenleven,41,587,145
23,2023,9,Extra Sport,65,2889,146
23,2023,9,Beter Buitenleven,74,568,145
23,2023,9,Beter Buitenleven,75,5085,145
23,2023,9,Sportworld,84,1353,141
23,2023,9,Sportworld,86,94,141
23,2023,9,Beter Buitenleven,88,300,145
23,2023,9,Beter Buitenleven,90,1154,145
23,2023,9,Sportworld,94,44,141
23,2023,9,Extra Sport,94,98,146
23,2023,9,Extra Sport,95,552,146
23,2023,9,Sportworld,97,438,141
23,2023,9,Beter Buitenleven,98,272,145
23,2023,9,Extra Sport,99,192,146
23,2023,9,Extra Sport,108,1726,146
23,2023,9,Extra Sport,110,1189,146
23,2023,10,Beter Buitenleven,4,1459,145
23,2023,10,Beter Buitenleven,5,1061,145
23,2023,10,Beter Buitenleven,8,4104,145
23,2023,10,Beter Buitenleven,9,273,145
24,2024,4,Beter Buitenleven,59,339,145
24,2024,4,Topforma,61,568,142
24,2024,4,Get Out,61,327,143
24,2024,4,Beter Buitenleven,61,524,145
24,2024,4,Topforma,62,1316,142
24,2024,4,Get Out,62,1592,143
24,2024,4,Beter Buitenleven,62,689,145
24,2024,4,Topforma,64,1922,142
24,2024,4,Topforma,65,2197,142
24,2024,4,Topforma,66,1377,142
24,2024,4,Topforma,71,791,142
24,2024,4,Topforma,72,1520,142
24,2024,4,Topforma,74,381,142
24,2024,4,Beter Buitenleven,77,3805,145
24,2024,4,Extra Sport,79,972,146
24,2024,4,Beter Buitenleven,80,2599,145
24,2024,4,Beter Buitenleven,82,496,145
24,2024,4,Beter Buitenleven,83,2286,145
24,2024,4,Topforma,85,3892,142
24,2024,4,Beter Buitenleven,85,3102,145
24,2024,4,Beter Buitenleven,91,50,145
24,2024,4,Extra Sport,91,70,146
24,2024,4,Get Out,93,136,143
24,2024,4,Beter Buitenleven,99,110,145
24,2024,4,Extra Sport,106,2521,146
24,2024,5,Get Out,3,435,143
24,2024,5,Get Out,8,2133,143
24,2024,5,Extra Sport,11,2526,146
24,2024,5,Extra Sport,14,9160,146
24,2024,5,Extra Sport,30,193,146
24,2024,5,Get Out,37,1380,143
24,2024,5,Get Out,39,1992,143
24,2024,5,Get Out,42,1834,143
24,2024,5,Get Out,43,4751,143
24,2024,5,Get Out,44,4219,143
24,2024,5,Get Out,45,3080,143
24,2024,5,Get Out,55,151,143
24,2024,5,Get Out,60,133,143
24,2024,5,Get Out,61,643,143
24,2024,5,Extra Sport,64,1079,146
24,2024,5,Extra Sport,68,1209,146
24,2024,5,Extra Sport,99,59,146
24,2024,5,Extra Sport,109,562,146
24,2024,6,Get Out,3,1158,143
24,2024,6,Beter Buitenleven,3,1158,145
24,2024,6,Topforma,9,162,142
24,2024,6,Beter Buitenleven,9,220,145
24,2024,6,Topforma,15,6271,142
24,2024,6,Get Out,15,7079,143
24,2024,6,Beter Buitenleven,17,1070,145
24,2024,6,Extra Sport,18,2727,146
24,2024,6,Topforma,19,4489,142
24,2024,6,Beter Buitenleven,19,3640,145
24,2024,6,Topforma,22,64,142
24,2024,6,Beter Buitenleven,24,1487,145
24,2024,6,Get Out,26,2467,143
24,2024,6,Extra Sport,26,2848,146
24,2024,6,Beter Buitenleven,28,337,145
24,2024,6,Topforma,30,176,142
24,2024,6,Topforma,31,295,142
24,2024,6,Beter Buitenleven,31,641,145
24,2024,6,Topforma,34,2680,142
24,2024,6,Beter Buitenleven,34,3355,145
24,2024,6,Topforma,35,1182,142
24,2024,6,Topforma,43,1686,142
24,2024,6,Beter Buitenleven,45,3080,145
24,2024,6,Get Out,47,888,143
24,2024,6,Beter Buitenleven,49,254,145
24,2024,6,Beter Buitenleven,50,241,145
24,2024,6,Beter Buitenleven,51,2130,145
24,2024,6,Topforma,52,876,142
24,2024,6,Get Out,53,907,143
24,2024,6,Beter Buitenleven,53,751,145
24,2024,6,Topforma,54,958,142
24,2024,6,Topforma,56,169,142
24,2024,6,Get Out,57,1173,143
24,2024,6,Topforma,58,437,142
24,2024,6,Topforma,59,338,142
24,2024,6,Beter Buitenleven,60,299,145
24,2024,6,Get Out,61,278,143
24,2024,6,Topforma,62,1086,142
24,2024,6,Get Out,62,929,143
24,2024,6,Topforma,69,422,142
24,2024,6,Topforma,70,967,142
24,2024,6,Extra Sport,70,921,146
24,2024,6,Topforma,75,3579,142
24,2024,6,Beter Buitenleven,77,3269,145
24,2024,6,Topforma,80,1486,142
24,2024,6,Beter Buitenleven,82,389,145
24,2024,6,Get Out,83,1863,143
24,2024,6,Beter Buitenleven,83,1653,145
24,2024,6,Get Out,84,827,143
24,2024,6,Beter Buitenleven,85,2676,145
24,2024,6,Extra Sport,88,144,146
24,2024,6,Beter Buitenleven,89,111,145
24,2024,6,Get Out,91,83,143
24,2024,6,Beter Buitenleven,91,129,145
24,2024,6,Extra Sport,91,70,146
24,2024,6,Extra Sport,100,115,146
24,2024,6,Holland Zonzoekers,101,3110,144
24,2024,6,Holland Zonzoekers,102,4537,144
24,2024,6,Holland Zonzoekers,106,2521,144
24,2024,6,Extra Sport,106,6020,146
24,2024,6,Holland Zonzoekers,107,924,144
24,2024,6,Extra Sport,109,562,146
24,2024,6,Extra Sport,110,1825,146
24,2024,9,Extra Sport,12,8967,146
24,2024,9,Extra Sport,26,2467,146
24,2024,9,Extra Sport,65,1282,146
24,2024,9,Extra Sport,84,827,146
24,2024,9,Extra Sport,86,133,146
24,2024,9,Extra Sport,93,95,146
24,2024,9,Extra Sport,110,1017,146
24,2024,9,Extra Sport,114,334,146
24,2024,10,Extra Sport,12,17149,146
24,2024,10,Sportworld,18,2508,141
24,2024,10,Sportworld,25,4116,141
24,2024,10,Sportworld,26,2467,141
24,2024,10,Sportworld,32,756,141
24,2024,10,Extra Sport,32,1063,146
24,2024,10,Sportworld,33,1034,141
24,2024,10,Sportworld,60,266,141
24,2024,10,Extra Sport,63,780,146
24,2024,10,Sportworld,68,2280,141
24,2024,10,Extra Sport,69,422,146
24,2024,10,Extra Sport,70,1064,146
24,2024,10,Sportworld,73,163,141
24,2024,10,Extra Sport,78,1617,146
24,2024,10,Extra Sport,79,972,146
24,2024,10,Holland Zonzoekers,103,1218,144
24,2024,10,Extra Sport,103,828,146
24,2024,10,Holland Zonzoekers,105,5054,144
24,2024,10,Holland Zonzoekers,106,1634,144
24,2024,10,Extra Sport,106,4155,146
24,2024,10,Extra Sport,110,1123,146
24,2024,10,Holland Zonzoekers,111,890,144
24,2024,10,Extra Sport,114,161,146
24,2024,11,Sportworld,58,787,141
24,2024,11,Sportworld,59,338,141
24,2024,11,Sportworld,60,266,141
24,2024,11,Sportworld,62,447,141
24,2024,11,Sportworld,63,780,141
24,2024,11,Sportworld,64,1369,141
24,2024,11,Sportworld,74,482,141
24,2024,11,Sportworld,79,972,141
24,2024,11,Sportworld,96,145,141
24,2024,12,Sportworld,12,8967,141
24,2024,12,Sportworld,17,1404,141
24,2024,12,Sportworld,18,1704,141
24,2024,12,Sportworld,23,407,141
24,2024,12,Sportworld,32,849,141
24,2024,12,Sportworld,60,240,141
24,2024,12,Sportworld,61,524,141
24,2024,12,Sportworld,62,1003,141
24,2024,12,Sportworld,64,918,141
24,2024,12,Sportworld,69,526,141
24,2024,12,Sportworld,74,308,141
24,2024,12,Sportworld,95,242,141
24,2025,3,Extra Sport,18,7859,146
24,2025,3,Extra Sport,30,497,146
24,2025,3,Extra Sport,63,2318,146
24,2025,3,Extra Sport,70,3090,146
24,2025,3,Extra Sport,94,193,146
24,2025,3,Extra Sport,109,1930,146
24,2025,3,Holland Zonzoekers,112,498,144
24,2025,3,Extra Sport,114,1104,146
24,2025,4,Sportworld,17,3922,141
24,2025,4,Sportworld,60,515,141
24,2025,4,Sportworld,62,4709,141
24,2025,4,Sportworld,71,1821,141
24,2025,4,Sportworld,74,1056,141
24,2025,4,Sportworld,76,3532,141
24,2025,4,Sportworld,96,365,141
24,2025,5,Sportworld,23,973,141
24,2025,5,Sportworld,32,1885,141
24,2025,5,Sportworld,61,1766,141
24,2025,5,Sportworld,62,2060,141
24,2025,5,Sportworld,76,1472,141
24,2025,5,Sportworld,78,3642,141
24,2025,5,Sportworld,79,2437,141
24,2025,5,Sportworld,88,193,141
24,2025,5,Holland Zonzoekers,101,4047,144
24,2025,5,Holland Zonzoekers,102,9359,144
24,2025,5,Holland Zonzoekers,103,2759,144
24,2025,5,Holland Zonzoekers,106,5751,144
24,2025,5,Holland Zonzoekers,110,1104,144
24,2025,5,Holland Zonzoekers,111,662,144
24,2025,5,Holland Zonzoekers,113,548,144
24,2025,6,Extra Sport,63,2069,146
24,2025,6,Extra Sport,68,2701,146
24,2025,6,Extra Sport,70,2649,146
24,2025,6,Extra Sport,79,2681,146
24,2025,6,Extra Sport,91,166,146
24,2025,6,Extra Sport,108,3190,146
24,2025,7,Beter Buitenleven,4,451,145
24,2025,7,Beter Buitenleven,8,2961,145
24,2025,7,Beter Buitenleven,9,292,145
24,2025,7,Beter Buitenleven,11,8369,145
24,2025,7,Sportworld,12,18429,141
24,2025,7,Beter Buitenleven,14,15322,145
24,2025,7,Beter Buitenleven,16,109,145
24,2025,7,Sportworld,18,5675,141
24,2025,7,Sportworld,26,3743,141
24,2025,7,Beter Buitenleven,27,13841,145
24,2025,7,Sportworld,28,993,141
24,2025,7,Beter Buitenleven,31,717,145
24,2025,7,Beter Buitenleven,38,883,145
24,2025,7,Beter Buitenleven,42,5297,145
24,2025,7,Beter Buitenleven,48,1619,145
24,2025,7,Beter Buitenleven,53,1271,145
24,2025,7,Beter Buitenleven,54,1825,145
24,2025,7,Beter Buitenleven,55,705,145
24,2025,7,Beter Buitenleven,56,389,145
24,2025,7,Beter Buitenleven,58,1271,145
24,2025,7,Sportworld,59,918,141
24,2025,7,Beter Buitenleven,59,918,145
24,2025,7,Beter Buitenleven,60,331,145
24,2025,7,Sportworld,63,1738,141
24,2025,7,Sportworld,65,2869,141
24,2025,7,Sportworld,69,842,141
24,2025,7,Sportworld,71,1324,141
24,2025,7,Sportworld,73,435,141
24,2025,7,Beter Buitenleven,73,234,145
24,2025,7,Sportworld,74,589,141
24,2025,7,Sportworld,82,1048,141
24,2025,7,Sportworld,89,384,141
24,2025,7,Beter Buitenleven,89,193,145
24,2025,7,Beter Buitenleven,94,248,145
24,2025,7,Sportworld,97,837,141
24,2025,9,Beter Buitenleven,1,768,145
24,2025,9,Beter Buitenleven,8,5240,145
24,2025,9,Beter Buitenleven,10,1318,145
24,2025,9,Sportworld,12,13803,141
24,2025,9,Beter Buitenleven,12,21394,145
24,2025,9,Sportworld,13,15179,141
24,2025,9,Beter Buitenleven,14,21114,145
24,2025,9,Extra Sport,18,6743,146
24,2025,9,Beter Buitenleven,21,1481,145
24,2025,9,Sportworld,25,5978,141
24,2025,9,Beter Buitenleven,25,4139,145
24,2025,9,Beter Buitenleven,27,8431,145
24,2025,9,Sportworld,28,938,141
24,2025,9,Beter Buitenleven,28,1048,145
24,2025,9,Sportworld,29,1803,141
24,2025,9,Beter Buitenleven,29,1803,145
24,2025,9,Extra Sport,30,286,146
24,2025,9,Beter Buitenleven,34,6517,145
24,2025,9,Beter Buitenleven,37,7225,145
24,2025,9,Beter Buitenleven,38,1821,145
24,2025,9,Beter Buitenleven,39,3946,145
24,2025,9,Beter Buitenleven,41,2231,145
24,2025,9,Beter Buitenleven,48,2428,145
24,2025,9,Beter Buitenleven,51,3863,145
24,2025,9,Beter Buitenleven,53,1181,145
24,2025,9,Beter Buitenleven,54,1053,145
24,2025,9,Beter Buitenleven,58,1801,145
24,2025,9,Beter Buitenleven,60,589,145
24,2025,9,Beter Buitenleven,61,2207,145
24,2025,9,Sportworld,62,3090,141
24,2025,9,Beter Buitenleven,62,3237,145
24,2025,9,Extra Sport,65,1688,146
24,2025,9,Beter Buitenleven,67,24800,145
24,2025,9,Sportworld,68,3694,141
24,2025,9,Sportworld,69,842,141
24,2025,9,Extra Sport,69,656,146
24,2025,9,Sportworld,74,2223,141
24,2025,9,Sportworld,78,4021,141
24,2025,9,Sportworld,79,2681,141
24,2025,9,Extra Sport,82,1159,146
24,2025,9,Extra Sport,84,1445,146
24,2025,9,Beter Buitenleven,87,389,145
24,2025,9,Sportworld,88,83,141
24,2025,9,Beter Buitenleven,91,166,145
24,2025,9,Extra Sport,91,147,146
24,2025,9,Sportworld,99,129,141
24,2025,9,Extra Sport,101,6070,146
24,2025,9,Extra Sport,110,1545,146
24,2025,10,Extra Sport,18,3792,146
24,2025,10,Extra Sport,63,2400,146
24,2025,10,Extra Sport,70,2869,146
24,2025,10,Extra Sport,86,227,146
24,2025,10,Extra Sport,100,135,146
24,2025,10,Extra Sport,108,1657,146
24,2025,10,Extra Sport,110,1324,146
24,2025,11,Extra Sport,11,7725,146
24,2025,11,Extra Sport,12,21339,146
24,2025,11,Extra Sport,13,16904,146
24,2025,11,Extra Sport,18,6743,146
24,2025,11,Extra Sport,24,1793,146
24,2025,11,Extra Sport,93,120,146
24,2025,11,Extra Sport,101,5058,146
24,2025,11,Extra Sport,110,1324,146
24,2025,12,Sportworld,17,4153,141
24,2025,12,Sportworld,18,4585,141
24,2025,12,Sportworld,33,2193,141
24,2025,12,Sportworld,62,2354,141
24,2025,12,Sportworld,63,2069,141
24,2025,12,Sportworld,64,4267,141
24,2025,12,Sportworld,65,4304,141
24,2025,12,Sportworld,66,1987,141
24,2025,12,Sportworld,74,2242,141
24,2025,12,Sportworld,78,8195,141
24,2025,12,Sportworld,79,3255,141
26,2023,3,Beter Buitenleven,1,217,145
26,2023,3,Beter Buitenleven,3,692,145
26,2023,3,Beter Buitenleven,8,2032,145
26,2023,3,Topforma,9,79,142
26,2023,3,Beter Buitenleven,10,390,145
26,2023,3,Extra Sport,14,9141,146
26,2023,3,Beter Buitenleven,17,1253,145
26,2023,3,Sportworld,18,2810,141
26,2023,3,Topforma,19,4195,142
26,2023,3,Extra Sport,24,1846,146
26,2023,3,Beter Buitenleven,31,445,145
26,2023,3,Beter Buitenleven,34,1871,145
26,2023,3,Topforma,36,1208,142
26,2023,3,Topforma,40,1139,142
26,2023,3,Sportworld,64,1368,141
26,2023,3,Topforma,66,1287,142
26,2023,3,Topforma,72,2024,142
26,2023,3,Topforma,73,218,142
26,2023,3,Beter Buitenleven,73,210,145
26,2023,3,Topforma,75,2970,142
26,2023,3,Extra Sport,78,1978,146
26,2023,3,Sportworld,82,771,141
26,2023,3,Topforma,83,1612,142
26,2023,3,Beter Buitenleven,83,1727,145
26,2023,3,Sportworld,86,267,141
26,2023,3,Extra Sport,86,326,146
26,2023,3,Beter Buitenleven,88,554,145
26,2023,3,Extra Sport,88,402,146
26,2023,3,Extra Sport,91,245,146
26,2023,3,Beter Buitenleven,92,76,145
26,2023,3,Extra Sport,92,85,146
26,2023,3,Sportworld,93,252,141
26,2023,3,Sportworld,96,314,141
26,2023,3,Sportworld,99,256,141
26,2023,3,Holland Zonzoekers,107,4869,144
26,2023,3,Holland Zonzoekers,108,2303,144
26,2023,3,Holland Zonzoekers,109,1009,144
26,2023,3,Holland Zonzoekers,113,469,144
26,2023,3,Holland Zonzoekers,114,832,144
26,2023,4,Beter Buitenleven,1,556,145
26,2023,4,Beter Buitenleven,2,366,145
26,2023,4,Beter Buitenleven,6,644,145
26,2023,4,Beter Buitenleven,10,287,145
26,2023,4,Extra Sport,11,2755,146
26,2023,4,Sportworld,12,12663,141
26,2023,4,Beter Buitenleven,15,8412,145
26,2023,4,Sportworld,17,1253,141
26,2023,4,Get Out,18,3341,143
26,2023,4,Beter Buitenleven,19,3687,145
26,2023,4,Beter Buitenleven,20,1931,145
26,2023,4,Beter Buitenleven,22,84,145
26,2023,4,Sportworld,26,3160,141
26,2023,4,Beter Buitenleven,27,4075,145
26,2023,4,Sportworld,28,500,141
26,2023,4,Beter Buitenleven,29,647,145
26,2023,4,Beter Buitenleven,30,165,145
26,2023,4,Extra Sport,32,866,146
26,2023,4,Beter Buitenleven,34,1684,145
26,2023,4,Beter Buitenleven,35,889,145
26,2023,4,Beter Buitenleven,39,1779,145
26,2023,4,Sportworld,63,992,141
26,2023,4,Sportworld,65,2382,141
26,2023,4,Sportworld,68,1355,141
26,2023,4,Sportworld,69,530,141
26,2023,4,Extra Sport,70,1370,146
26,2023,4,Beter Buitenleven,72,1632,145
26,2023,4,Beter Buitenleven,75,2970,145
26,2023,4,Beter Buitenleven,77,3092,145
26,2023,4,Sportworld,78,2612,141
26,2023,4,Sportworld,79,961,141
26,2023,4,Sportworld,84,869,141
26,2023,4,Sportworld,86,573,141
26,2023,4,Beter Buitenleven,86,291,145
26,2023,4,Sportworld,87,322,141
26,2023,4,Sportworld,88,657,141
26,2023,4,Beter Buitenleven,88,436,145
26,2023,4,Extra Sport,89,455,146
26,2023,4,Beter Buitenleven,90,1691,145
26,2023,4,Beter Buitenleven,91,80,145
26,2023,4,Extra Sport,92,85,146
26,2023,4,Sportworld,93,454,141
26,2023,4,Beter Buitenleven,93,256,145
26,2023,4,Sportworld,94,417,141
26,2023,4,Extra Sport,94,345,146
26,2023,4,Extra Sport,95,327,146
26,2023,4,Sportworld,96,739,141
26,2023,4,Beter Buitenleven,96,335,145
26,2023,4,Beter Buitenleven,98,175,145
26,2023,4,Beter Buitenleven,99,305,145
26,2023,4,Extra Sport,101,3873,146
26,2023,5,Topforma,1,225,142
26,2023,5,Beter Buitenleven,2,366,145
26,2023,5,Beter Buitenleven,3,472,145
26,2023,5,Beter Buitenleven,5,1284,145
26,2023,5,Beter Buitenleven,7,1492,145
26,2023,5,Beter Buitenleven,10,244,145
26,2023,5,Extra Sport,11,2231,146
26,2023,5,Beter Buitenleven,14,14053,145
26,2023,5,Beter Buitenleven,16,104,145
26,2023,5,Beter Buitenleven,17,1900,145
26,2023,5,Beter Buitenleven,18,2810,145
26,2023,5,Topforma,19,3687,142
26,2023,5,Beter Buitenleven,19,3947,145
26,2023,5,Beter Buitenleven,20,1549,145
26,2023,5,Beter Buitenleven,22,84,145
26,2023,5,Topforma,24,1457,142
26,2023,5,Beter Buitenleven,27,3363,145
26,2023,5,Beter Buitenleven,29,647,145
26,2023,5,Topforma,31,357,142
26,2023,5,Beter Buitenleven,32,533,145
26,2023,5,Extra Sport,32,815,146
26,2023,5,Beter Buitenleven,33,1195,145
26,2023,5,Beter Buitenleven,35,1077,145
26,2023,5,Extra Sport,63,1131,146
26,2023,5,Beter Buitenleven,67,10859,145
26,2023,5,Extra Sport,70,1370,146
26,2023,5,Extra Sport,71,1759,146
26,2023,5,Topforma,72,1625,142
26,2023,5,Beter Buitenleven,73,183,145
26,2023,5,Topforma,76,1112,142
26,2023,5,Beter Buitenleven,76,1127,145
26,2023,5,Topforma,78,1464,142
26,2023,5,Beter Buitenleven,80,2224,145
26,2023,5,Beter Buitenleven,85,1978,145
26,2023,5,Extra Sport,87,553,146
26,2023,5,Extra Sport,88,444,146
26,2023,5,Beter Buitenleven,89,407,145
26,2023,5,Extra Sport,91,430,146
26,2023,5,Beter Buitenleven,93,700,145
26,2023,5,Beter Buitenleven,94,370,145
26,2023,5,Extra Sport,94,66,146
26,2023,5,Extra Sport,95,375,146
26,2023,5,Beter Buitenleven,96,285,145
26,2023,5,Beter Buitenleven,97,341,145
26,2023,5,Beter Buitenleven,99,123,145
26,2023,5,Holland Zonzoekers,101,3873,144
26,2023,5,Extra Sport,101,2324,146
26,2023,5,Holland Zonzoekers,104,1995,144
26,2023,5,Extra Sport,108,2303,146
26,2023,5,Holland Zonzoekers,109,1009,144
26,2023,5,Extra Sport,109,1009,146
26,2023,5,Holland Zonzoekers,110,1282,144
26,2023,5,Extra Sport,110,3707,146
26,2023,5,Holland Zonzoekers,111,431,144
26,2023,5,Holland Zonzoekers,112,305,144
26,2023,5,Holland Zonzoekers,113,245,144
26,2023,5,Holland Zonzoekers,114,272,144
26,2023,6,Beter Buitenleven,2,290,145
26,2023,6,Beter Buitenleven,3,551,145
26,2023,6,Beter Buitenleven,7,746,145
26,2023,6,Get Out,9,97,143
26,2023,6,Sportworld,13,4962,141
26,2023,6,Beter Buitenleven,23,249,145
26,2023,6,Sportworld,26,4600,141
26,2023,6,Beter Buitenleven,27,2749,145
26,2023,6,Get Out,39,2081,143
26,2023,6,Beter Buitenleven,66,1581,145
26,2023,6,Sportworld,68,1251,141
26,2023,6,Sportworld,69,1060,141
26,2023,6,Sportworld,73,174,141
26,2023,6,Sportworld,74,477,141
26,2023,6,Sportworld,76,1207,141
26,2023,6,Sportworld,78,3981,141
26,2023,6,Beter Buitenleven,81,973,145
26,2023,6,Beter Buitenleven,85,3569,145
26,2023,6,Sportworld,86,518,141
26,2023,6,Sportworld,88,789,141
26,2023,6,Beter Buitenleven,88,502,145
26,2023,6,Sportworld,89,971,141
26,2023,6,Sportworld,92,76,141
26,2023,6,Sportworld,94,486,141
26,2023,6,Beter Buitenleven,94,389,145
26,2023,6,Beter Buitenleven,95,80,145
26,2023,6,Sportworld,96,356,141
26,2023,6,Beter Buitenleven,96,285,145
26,2023,6,Beter Buitenleven,97,250,145
26,2023,6,Sportworld,98,588,141
26,2023,6,Beter Buitenleven,100,418,145
26,2023,6,Holland Zonzoekers,101,3873,144
26,2023,6,Holland Zonzoekers,105,12293,144
26,2023,6,Holland Zonzoekers,111,431,144
26,2023,6,Holland Zonzoekers,114,524,144
26,2023,7,Topforma,7,746,142
26,2023,7,Topforma,17,877,142
26,2023,7,Topforma,18,2004,142
26,2023,7,Extra Sport,18,1822,146
26,2023,7,Topforma,21,458,142
26,2023,7,Topforma,33,781,142
26,2023,7,Topforma,34,1122,142
26,2023,7,Topforma,36,570,142
26,2023,7,Topforma,41,377,142
26,2023,7,Sportworld,64,929,141
26,2023,7,Extra Sport,64,1292,146
26,2023,7,Sportworld,65,1168,141
26,2023,7,Topforma,65,1977,142
26,2023,7,Sportworld,84,1180,141
26,2023,7,Sportworld,89,223,141
26,2023,7,Extra Sport,91,380,146
26,2023,7,Extra Sport,95,375,146
26,2023,7,Sportworld,97,250,141
26,2023,7,Extra Sport,99,225,146
26,2023,7,Extra Sport,109,918,146
26,2023,8,Beter Buitenleven,1,175,145
26,2023,8,Beter Buitenleven,2,329,145
26,2023,8,Beter Buitenleven,3,472,145
26,2023,8,Beter Buitenleven,4,143,145
26,2023,8,Beter Buitenleven,8,1847,145
26,2023,8,Beter Buitenleven,9,97,145
26,2023,8,Beter Buitenleven,10,188,145
26,2023,8,Sportworld,12,6993,141
26,2023,8,Beter Buitenleven,16,77,145
26,2023,8,Beter Buitenleven,17,1139,145
26,2023,8,Beter Buitenleven,19,2849,145
26,2023,8,Beter Buitenleven,20,1126,145
26,2023,8,Beter Buitenleven,24,918,145
26,2023,8,Beter Buitenleven,33,668,145
26,2023,8,Beter Buitenleven,35,658,145
26,2023,8,Beter Buitenleven,38,1128,145
26,2023,8,Beter Buitenleven,41,754,145
26,2023,8,Extra Sport,65,1856,146
26,2023,8,Sportworld,66,1287,141
26,2023,8,Extra Sport,70,668,146
26,2023,8,Beter Buitenleven,76,1036,145
26,2023,8,Sportworld,79,961,141
26,2023,8,Extra Sport,79,961,146
26,2023,8,Beter Buitenleven,81,1021,145
26,2023,8,Sportworld,82,609,141
26,2023,8,Beter Buitenleven,83,1612,145
26,2023,8,Beter Buitenleven,84,869,145
26,2023,8,Beter Buitenleven,85,2576,145
26,2023,8,Extra Sport,86,494,146
26,2023,8,Sportworld,87,331,141
26,2023,8,Beter Buitenleven,87,591,145
26,2023,8,Sportworld,89,431,141
26,2023,8,Beter Buitenleven,89,468,145
26,2023,8,Beter Buitenleven,90,612,145
26,2023,8,Beter Buitenleven,91,936,145
26,2023,8,Beter Buitenleven,92,146,145
26,2023,8,Beter Buitenleven,93,407,145
26,2023,8,Beter Buitenleven,94,609,145
26,2023,8,Extra Sport,94,632,146
26,2023,8,Sportworld,95,375,141
26,2023,8,Beter Buitenleven,95,396,145
26,2023,8,Sportworld,96,171,141
26,2023,8,Sportworld,97,213,141
26,2023,8,Sportworld,98,159,141
26,2023,8,Beter Buitenleven,98,594,145
26,2023,8,Sportworld,99,123,141
26,2023,8,Sportworld,100,475,141
26,2023,8,Extra Sport,106,1386,146
26,2023,9,Sportworld,23,396,141
26,2023,9,Beter Buitenleven,29,647,145
26,2023,9,Beter Buitenleven,33,843,145
26,2023,9,Beter Buitenleven,73,210,145
26,2023,9,Beter Buitenleven,80,2446,145
26,2023,9,Sportworld,89,443,141
26,2023,9,Beter Buitenleven,92,76,145
26,2023,9,Beter Buitenleven,93,75,145
26,2023,9,Sportworld,94,398,141
26,2023,9,Holland Zonzoekers,102,1152,144
26,2023,9,Holland Zonzoekers,104,1995,144
26,2023,9,Holland Zonzoekers,105,1825,144
26,2023,9,Holland Zonzoekers,107,4869,144
26,2023,9,Holland Zonzoekers,111,1088,144
26,2023,9,Holland Zonzoekers,112,298,144
26,2023,10,Beter Buitenleven,1,467,145
26,2023,10,Beter Buitenleven,2,839,145
26,2023,10,Beter Buitenleven,3,1166,145
26,2023,10,Beter Buitenleven,5,750,145
26,2023,10,Beter Buitenleven,6,644,145
26,2023,10,Beter Buitenleven,9,97,145
26,2023,10,Extra Sport,14,6524,146
26,2023,10,Beter Buitenleven,21,458,145
26,2023,10,Beter Buitenleven,22,84,145
26,2023,10,Beter Buitenleven,28,425,145
26,2023,10,Beter Buitenleven,29,751,145
26,2023,10,Beter Buitenleven,30,180,145
26,2023,10,Beter Buitenleven,32,866,145
26,2023,10,Beter Buitenleven,40,1195,145
26,2023,10,Beter Buitenleven,67,5375,145
26,2023,10,Beter Buitenleven,73,210,145
26,2023,10,Beter Buitenleven,81,1124,145
26,2023,10,Beter Buitenleven,82,438,145
26,2023,10,Beter Buitenleven,100,75,145
26,2023,10,Extra Sport,100,296,146
26,2023,10,Holland Zonzoekers,101,2324,144
26,2023,10,Holland Zonzoekers,102,7042,144
26,2023,10,Holland Zonzoekers,103,1235,144
26,2023,10,Holland Zonzoekers,104,960,144
26,2023,10,Holland Zonzoekers,105,7162,144
26,2023,10,Holland Zonzoekers,106,5656,144
26,2023,10,Holland Zonzoekers,108,1109,144
26,2023,10,Extra Sport,108,1109,146
26,2023,10,Holland Zonzoekers,111,224,144
26,2023,10,Extra Sport,114,272,146
26,2023,10,Holland Zonzoekers,115,417,144
26,2023,11,Sportworld,12,14640,141
26,2023,11,Sportworld,13,6626,141
26,2023,11,Sportworld,17,1341,141
26,2023,11,Sportworld,18,2413,141
26,2023,11,Sportworld,23,660,141
26,2023,11,Sportworld,26,5981,141
26,2023,11,Sportworld,28,361,141
26,2023,11,Sportworld,29,751,141
26,2023,11,Sportworld,63,992,141
26,2023,11,Sportworld,64,1548,141
26,2023,11,Sportworld,71,1280,141
26,2023,11,Sportworld,73,218,141
26,2023,11,Sportworld,76,871,141
26,2023,11,Sportworld,79,1526,141
26,2023,11,Sportworld,88,123,141
26,2023,11,Sportworld,93,355,141
26,2023,11,Sportworld,94,76,141
26,2023,11,Sportworld,96,511,141
26,2023,11,Sportworld,97,281,141
26,2023,11,Sportworld,100,348,141
26,2023,12,Extra Sport,17,1139,146
26,2023,12,Extra Sport,30,141,146
26,2023,12,Extra Sport,69,669,146
26,2023,12,Extra Sport,71,843,146
26,2023,12,Extra Sport,110,764,146
